name, num. of atoms, atomic types, rmsd, max. deviation, av. deviation, pearson**2
NSC_652616,46,"C, H, I, N, O, S",0.06,0.1312,0.0476,0.9832
NSC_402046,19,"Br, C, Cl, H, N, O",0.06,0.1634,0.0454,0.9662
NSC_83463,34,"C, H, I, N, O",0.0601,0.1454,0.046,0.9589
NSC_10005,21,"C, H, N, O",0.0601,0.143,0.0478,0.9844
NSC_100043,66,"C, Cl, H, N, O",0.0601,0.21,0.0415,0.9716
NSC_106624,66,"C, H, N, O, S",0.0601,0.1647,0.0457,0.9902
NSC_647362,39,"C, H, I, O, S",0.0601,0.1724,0.0462,0.9575
NSC_100796,31,"C, H, O",0.0601,0.15,0.0435,0.9656
NSC_10782,30,"C, H, N, O, S",0.0601,0.1134,0.0499,0.9882
NSC_283813,22,"C, H, I, O",0.0601,0.1664,0.0441,0.9668
NSC_10406,29,"Br, C, H, O, S",0.0601,0.1674,0.046,0.9886
NSC_100000,29,"C, H, N, O",0.0601,0.1649,0.0426,0.9534
NSC_103103,50,"C, H, N, O, S",0.0601,0.1754,0.045,0.9924
NSC_1062,16,"Br, C, H, O",0.0602,0.1258,0.0486,0.9819
NSC_107443,39,"Br, C, H, N, O",0.0602,0.2101,0.04,0.9733
NSC_100441,34,"C, H, N, O, S",0.0602,0.1528,0.0455,0.9805
NSC_124999,20,"C, H, N, O, S",0.0602,0.1106,0.045,0.9728
NSC_114407,46,"C, H, N, O, S",0.0602,0.174,0.0467,0.9861
NSC_115192,28,"C, Cl, H, N, O",0.0602,0.1733,0.0474,0.9519
NSC_100135,40,"C, H, N, O",0.0602,0.1457,0.0461,0.97
NSC_100725,27,"C, H, N, O, P",0.0602,0.1937,0.0368,0.995
NSC_163305,40,"C, H, O, S",0.0602,0.1634,0.0412,0.9723
NSC_105168,36,"C, H, N, S",0.0602,0.2744,0.0384,0.9571
NSC_124210,45,"C, H, N, O, S",0.0602,0.1392,0.0447,0.9856
NSC_607520,39,"C, H, I, N, O, S",0.0602,0.1604,0.0448,0.9655
NSC_101191,25,"C, H, N, O",0.0603,0.1729,0.0413,0.9801
NSC_114367,41,"C, H, N, O, S",0.0603,0.1753,0.0454,0.9866
NSC_114384,44,"C, H, N, O, S",0.0603,0.1751,0.0445,0.9836
NSC_106914,17,"C, H, N, S",0.0603,0.129,0.0471,0.9688
NSC_110086,31,"C, H, N, O",0.0603,0.1908,0.0405,0.9707
NSC_102397,30,"C, Cl, H, N, O",0.0603,0.1931,0.0451,0.9501
NSC_1587,14,"C, H, N, O, S",0.0603,0.1269,0.0495,0.9817
NSC_116053,27,"C, H, N, O",0.0603,0.151,0.0481,0.9762
NSC_10471,51,"C, H, O, S",0.0603,0.197,0.0459,0.9839
NSC_10136,27,"C, H, N, O",0.0603,0.1372,0.0516,0.9731
NSC_109964,45,"Br, C, H, N, O, S",0.0603,0.1972,0.0456,0.984
NSC_297625,13,"C, H, N, O, S",0.0603,0.1721,0.0427,0.9679
NSC_680775,31,"C, H, I, N, O, S",0.0603,0.1367,0.0513,0.9887
NSC_745305,36,"C, H, I, N, O",0.0603,0.2172,0.0431,0.9718
NSC_105672,48,"C, H, N, O, S",0.0604,0.1881,0.0448,0.9853
NSC_402721,28,"C, H, I, O",0.0604,0.1662,0.0449,0.9382
NSC_114419,49,"C, H, N, O, S",0.0604,0.1762,0.0461,0.9828
NSC_11695,33,"C, H, N, O",0.0604,0.1221,0.0454,0.9783
NSC_109859,12,"C, H, N",0.0604,0.1289,0.044,0.9149
NSC_158037,14,"C, H, O, S",0.0604,0.1403,0.0493,0.9414
NSC_674454,28,"C, H, I, O",0.0605,0.2106,0.0435,0.948
NSC_304402,27,"C, H, I, N, O",0.0605,0.1212,0.0503,0.9773
NSC_721212,36,"C, H, I, N, O, S",0.0605,0.1539,0.0477,0.9683
NSC_126574,50,"C, H, O, S",0.0605,0.1378,0.0467,0.9902
NSC_103364,14,"C, H, O, S",0.0605,0.1715,0.0459,0.9934
NSC_140073,22,"Br, C, F, H, N, O, S",0.0605,0.123,0.0461,0.991
NSC_100731,22,"C, Cl, H, N",0.0605,0.1481,0.0459,0.9789
NSC_158265,7,"Cl, H, N, O, S",0.0605,0.1175,0.04,0.9991
NSC_103660,52,"C, H, N, O",0.0605,0.1454,0.0446,0.96
NSC_16883,36,"C, H, N, S",0.0605,0.1654,0.0441,0.9639
NSC_135380,34,"C, H, I, N, O",0.0605,0.1445,0.0484,0.9711
NSC_102000,30,"C, Cl, H, N, O",0.0606,0.1547,0.0476,0.9775
NSC_17826,19,"Br, C, H, I, N, O",0.0606,0.1179,0.0482,0.9683
NSC_117832,20,"C, H, N",0.0606,0.1526,0.0447,0.941
NSC_382454,29,"C, Cl, H, I, N, O",0.0606,0.1759,0.0477,0.9794
NSC_102263,45,"C, H, O, P",0.0606,0.2141,0.0406,0.9877
NSC_100147,17,"C, H, O, S",0.0606,0.1472,0.0352,0.9738
NSC_151224,19,"Br, C, H, I, N, O",0.0606,0.1186,0.0473,0.9681
NSC_108085,57,"C, H, O, S",0.0606,0.1534,0.0462,0.9894
NSC_10451,35,"C, H, N, O, S",0.0606,0.1471,0.0477,0.9872
NSC_107425,36,"C, H, N, O, S",0.0606,0.135,0.0481,0.9873
NSC_114372,35,"C, H, N, O, S",0.0606,0.1473,0.0449,0.9868
NSC_148469,33,"C, Cl, H, I, N, O, S",0.0606,0.1408,0.0497,0.9871
NSC_124771,55,"C, H, O, S",0.0606,0.2801,0.0358,0.9849
NSC_105825,34,"Br, C, H, N, O",0.0607,0.1365,0.0489,0.9811
NSC_10295,13,"C, F, H, O",0.0607,0.1517,0.042,0.9719
NSC_101750,32,"C, H, N, O, S",0.0607,0.1358,0.0482,0.9662
NSC_100747,28,"C, H, N, O",0.0607,0.1947,0.0413,0.9532
NSC_721214,39,"C, H, I, N, O, S",0.0607,0.1506,0.0441,0.9706
NSC_105627,30,"Br, C, H, N, O, S",0.0607,0.1476,0.0485,0.9869
NSC_721186,38,"C, H, I, N, O, S",0.0607,0.1554,0.0498,0.9607
NSC_114414,40,"C, H, N, O, S",0.0607,0.1575,0.0469,0.9859
NSC_115934,31,"C, F, H, N, O, S",0.0608,0.1287,0.0457,0.9883
NSC_100219,35,"C, H, O",0.0608,0.2755,0.031,0.9642
NSC_225039,27,"C, H, I, O",0.0608,0.1605,0.0405,0.97
NSC_136585,22,"C, Cl, F, H, N, O, S",0.0608,0.111,0.0479,0.991
NSC_676493,42,"C, H, I, N, O",0.0608,0.1659,0.0434,0.9664
NSC_691534,29,"C, H, I, N, S",0.0608,0.1455,0.047,0.9542
NSC_139114,30,"C, F, H, O, S",0.0608,0.111,0.0514,0.99
NSC_341660,56,"C, H, I, N, O",0.0608,0.1788,0.0468,0.9626
NSC_106178,44,"C, H, N, O, P",0.0608,0.2133,0.0451,0.9863
NSC_103378,33,"C, H, N, O",0.0608,0.1484,0.0452,0.9488
NSC_514213,42,"C, H, I, N, O",0.0608,0.2069,0.0416,0.9718
NSC_10224,19,"C, Cl, F, H, O",0.0608,0.1441,0.0513,0.9727
NSC_715719,48,"C, H, I, N, O, S",0.0609,0.1532,0.0438,0.9628
NSC_664209,67,"C, H, I, N, O",0.0609,0.276,0.0382,0.9693
NSC_257416,35,"C, H, I, N, O",0.0609,0.1161,0.0513,0.9852
NSC_101620,22,"C, H, N, O",0.0609,0.1143,0.0528,0.9688
NSC_43157,41,"C, H, I, O",0.0609,0.1509,0.0469,0.979
NSC_148986,23,"C, H, I, O",0.0609,0.1444,0.044,0.9518
NSC_165790,27,"C, H, N, S",0.0609,0.2238,0.0415,0.9305
NSC_100715,53,"C, H, N, O",0.0609,0.297,0.0426,0.9413
NSC_10585,60,"C, H, N, O, S",0.0609,0.1348,0.0473,0.9896
NSC_190353,26,"C, H, I, N, O",0.061,0.2037,0.0407,0.97
NSC_105801,26,"C, H, I, N, O",0.061,0.18,0.0463,0.9717
NSC_118206,38,"C, F, H, N, O, S",0.061,0.1577,0.0458,0.9917
NSC_114381,35,"Br, C, H, N, O, S",0.061,0.1544,0.0453,0.9864
NSC_45883,56,"C, H, I, O",0.061,0.2238,0.0419,0.9687
NSC_104461,25,"Br, C, H, N, O",0.061,0.1749,0.042,0.9772
NSC_5626,42,"C, H, O",0.061,0.1589,0.0401,0.9798
NSC_103102,44,"C, H, N, O",0.061,0.2237,0.0421,0.9407
NSC_224274,42,"C, H, I, O, S",0.061,0.1429,0.0464,0.9857
NSC_134292,56,"C, H, O, S",0.061,0.1399,0.0456,0.9881
NSC_293109,43,"C, H, O",0.061,0.1594,0.0461,0.9618
NSC_9228,12,"C, H, I, O",0.061,0.1457,0.0426,0.9518
NSC_10216,15,"C, Cl, H, O",0.061,0.1419,0.044,0.9747
NSC_101088,72,"C, H, O",0.061,0.2029,0.0431,0.9683
NSC_120405,56,"C, H, O, S",0.061,0.1381,0.0449,0.9881
NSC_146165,24,"C, H, O",0.061,0.1644,0.0441,0.9792
NSC_715727,52,"C, H, I, N, O, S",0.061,0.1586,0.0447,0.9707
NSC_12525,22,"C, Cl, H, O, S",0.0611,0.1446,0.0486,0.9902
NSC_721189,33,"C, H, I, N, S",0.0611,0.1442,0.05,0.9588
NSC_115757,28,"C, H, N, O",0.0611,0.1582,0.0493,0.9656
NSC_721315,40,"C, H, I, N, O, S",0.0611,0.1679,0.0489,0.9627
NSC_10273,13,"C, Cl, F, H, O",0.0611,0.1543,0.0429,0.9701
NSC_190385,16,"C, Cl, H, S",0.0611,0.1256,0.0511,0.8558
NSC_102765,16,"C, F, H, N, O",0.0611,0.1602,0.0444,0.9744
NSC_105689,52,"C, H, N, O, S",0.0611,0.2212,0.0447,0.9829
NSC_721219,36,"C, H, I, N, O, S",0.0611,0.181,0.046,0.9644
NSC_105786,60,"C, F, H, N, O, S",0.0612,0.1904,0.0436,0.9875
NSC_105509,19,"Br, C, H, O",0.0612,0.1326,0.0436,0.9656
NSC_141532,33,"C, Cl, H, I, N, O, S",0.0612,0.1443,0.0502,0.9868
NSC_100013,26,"C, H, N, O",0.0612,0.1613,0.0464,0.9521
NSC_111535,35,"C, Cl, H, N, O, S",0.0612,0.1536,0.0469,0.9882
NSC_10257,13,"C, Cl, F, H, O",0.0612,0.1571,0.0439,0.9686
NSC_721275,42,"C, H, I, N, O, S",0.0612,0.1613,0.047,0.9639
NSC_100752,32,"C, H, N, O",0.0612,0.1942,0.0407,0.9654
NSC_125009,30,"C, H, N, O, S",0.0612,0.1293,0.0459,0.9607
NSC_5076,11,"C, H, I, N",0.0612,0.152,0.0502,0.9525
NSC_112333,50,"C, H, N, O, S",0.0612,0.1746,0.0457,0.9859
NSC_326190,17,"C, H, N, S",0.0612,0.1386,0.0488,0.9746
NSC_132862,35,"C, H, N, O, S",0.0613,0.1395,0.0451,0.9878
NSC_101087,32,"C, Cl, H, N, O",0.0613,0.1532,0.0499,0.9849
NSC_137019,56,"C, H, I, N, O",0.0613,0.234,0.0421,0.9687
NSC_106081,29,"Br, C, H, O",0.0613,0.1898,0.0426,0.9582
NSC_212356,27,"C, Cl, H, N, O, S",0.0613,0.1757,0.0488,0.9881
NSC_110777,25,"C, H, N, O, S",0.0613,0.1679,0.0485,0.9915
NSC_138346,27,"C, F, H, O, P",0.0613,0.2066,0.0397,0.9923
NSC_240587,38,"C, Cl, H, I, N, O",0.0613,0.1883,0.0393,0.9658
NSC_112207,86,"C, H, N, O, P",0.0614,0.1524,0.0453,0.9896
NSC_100039,24,"Br, C, H, N, O",0.0614,0.1409,0.0455,0.9741
NSC_100429,33,"C, H, N, O",0.0614,0.1577,0.0472,0.9797
NSC_108917,42,"C, H, I, O",0.0614,0.2152,0.0431,0.9475
NSC_101011,35,"C, H, O",0.0614,0.1313,0.0476,0.9654
NSC_283805,28,"C, H, I, O",0.0614,0.1191,0.0519,0.9597
NSC_700348,35,"C, H, I, N, O",0.0614,0.1775,0.046,0.973
NSC_213282,15,"C, H, N, S",0.0614,0.128,0.0503,0.941
NSC_101500,32,"C, H, N, O",0.0614,0.1655,0.0481,0.963
NSC_109409,28,"C, H, N",0.0614,0.1491,0.0465,0.9404
NSC_379111,26,"C, H, I, O",0.0615,0.1811,0.0428,0.9695
NSC_90463,30,"C, H, I, O",0.0615,0.1462,0.0393,0.9716
NSC_101543,22,"C, H, N, O, S",0.0615,0.1557,0.0471,0.9651
NSC_1072,21,"C, H, N, O",0.0615,0.1687,0.0473,0.9787
NSC_2895,16,"C, H, I, O",0.0615,0.1347,0.0462,0.9672
NSC_158727,48,"C, H, S",0.0615,0.1844,0.0392,0.9506
NSC_101546,29,"C, H, N",0.0615,0.1757,0.0442,0.9145
NSC_100787,90,"C, H, N, O, S",0.0615,0.191,0.0463,0.9816
NSC_122789,48,"C, H, N, O, P",0.0615,0.2003,0.0419,0.987
NSC_102079,26,"C, H, N, O, S",0.0616,0.1389,0.0464,0.9601
NSC_10205,27,"C, Cl, H, O",0.0616,0.2284,0.0389,0.9401
NSC_400772,45,"C, Cl, H, N, O",0.0616,0.1954,0.0459,0.9636
NSC_665366,37,"C, H, I, N, O",0.0616,0.2164,0.0423,0.9602
NSC_79218,33,"C, H, I, N, O",0.0616,0.1283,0.0478,0.9803
NSC_102719,26,"C, Cl, H, O",0.0616,0.1355,0.0483,0.9759
NSC_694677,32,"C, H, I, N, O",0.0616,0.1994,0.0464,0.9666
NSC_113534,21,"C, H, N, O, S",0.0616,0.1146,0.0534,0.9893
NSC_115692,32,"C, Cl, H, N, O",0.0616,0.1559,0.0479,0.9695
NSC_114385,43,"C, H, N, O, S",0.0616,0.1894,0.0452,0.9838
NSC_674455,24,"C, H, I, O",0.0616,0.1966,0.0469,0.9625
NSC_110566,23,"C, H, N, O",0.0616,0.1498,0.0514,0.9556
NSC_113954,11,"C, H, N",0.0616,0.1206,0.0508,0.9561
NSC_101203,31,"C, H, N, O, S",0.0616,0.1537,0.0476,0.9627
NSC_114427,52,"C, H, N, O, S",0.0616,0.1904,0.0474,0.9831
NSC_98050,29,"C, H, I, N, O",0.0616,0.1798,0.0481,0.9703
NSC_148276,20,"C, H, I",0.0616,0.1277,0.0524,0.9651
NSC_119866,15,"C, H, N, S",0.0616,0.1677,0.0423,0.9761
NSC_101656,17,"C, H, N, O",0.0616,0.1377,0.0479,0.9707
NSC_293876,36,"C, H, N, O, S",0.0617,0.1997,0.0403,0.963
NSC_241643,31,"C, H, I, N, O, S",0.0617,0.1394,0.0467,0.9669
NSC_114931,39,"C, H, N, O, S",0.0617,0.1835,0.0465,0.9871
NSC_380299,34,"C, H, I, N, O",0.0617,0.1726,0.048,0.982
NSC_2161,19,"C, H, I, N, O",0.0617,0.1503,0.0464,0.9695
NSC_3531,18,"C, Cl, H, I, N, O",0.0617,0.1351,0.0481,0.9632
NSC_715437,40,"C, H, I, N, O",0.0617,0.1862,0.0444,0.9602
NSC_10006,15,"C, H, N, O",0.0617,0.1693,0.05,0.9815
NSC_100716,53,"C, H, N, O",0.0617,0.2582,0.0449,0.9356
NSC_100063,59,"C, H, N, O",0.0617,0.2844,0.0379,0.9595
NSC_10272,12,"C, Cl, F, H",0.0617,0.1627,0.0473,0.9495
NSC_114420,48,"C, H, N, O, S",0.0617,0.1907,0.047,0.9829
NSC_715733,39,"C, H, I, N, O, S",0.0618,0.1547,0.0448,0.9635
NSC_608647,41,"C, H, I, N, O, S",0.0618,0.1448,0.0473,0.985
NSC_104977,65,"C, H, O, P",0.0618,0.3008,0.0351,0.9875
NSC_10844,30,"C, H, N, S",0.0618,0.1558,0.0436,0.9422
NSC_140070,22,"C, Cl, F, H, N, O, S",0.0618,0.1226,0.0467,0.9901
NSC_100281,19,"C, H, N, S",0.0619,0.1312,0.0521,0.9829
NSC_112265,44,"C, H, O, P",0.0619,0.2096,0.0407,0.9889
NSC_71365,39,"C, H, I, N, O",0.0619,0.155,0.0468,0.97
NSC_101122,25,"Br, C, H, O",0.0619,0.1663,0.0458,0.9672
NSC_112689,19,"C, H, N, O",0.0619,0.126,0.0524,0.9708
NSC_105679,47,"C, H, N, O, S",0.0619,0.1707,0.0448,0.9895
NSC_167381,20,"C, H, I, N, O",0.0619,0.1576,0.0444,0.9688
NSC_10270,12,"C, Cl, F, H",0.062,0.1664,0.0478,0.9446
NSC_51247,41,"C, H, I, O",0.062,0.1761,0.0489,0.9781
NSC_715736,51,"C, H, I, N, O, S",0.062,0.162,0.045,0.9655
NSC_119114,43,"C, H, O, S",0.062,0.1381,0.0519,0.9857
NSC_108789,22,"Br, C, H, O, S",0.062,0.1623,0.0444,0.9461
NSC_102505,30,"C, H, N, O, P",0.062,0.1925,0.0386,0.9927
NSC_122784,45,"C, H, N, O, P",0.062,0.1894,0.0431,0.9842
NSC_100991,29,"C, H, N, O",0.0621,0.2301,0.0414,0.9542
NSC_113990,19,"C, H, N, O",0.0621,0.1739,0.042,0.9739
NSC_70172,17,"C, Cl, H, N, O",0.0621,0.1703,0.0482,0.9807
NSC_608644,34,"C, H, I, N, O, S",0.0621,0.1385,0.0499,0.9816
NSC_102900,43,"C, H, N, O",0.0621,0.2721,0.0414,0.9485
NSC_113617,60,"C, H, N, O, S",0.0621,0.107,0.0526,0.9832
NSC_101137,22,"C, H, O",0.0621,0.142,0.0461,0.9779
NSC_103042,51,"C, H, O, S",0.0621,0.2214,0.0421,0.9584
NSC_715723,60,"C, H, I, N, O, S",0.0621,0.151,0.0466,0.9598
NSC_667672,44,"C, H, I, N, O",0.0621,0.2233,0.0439,0.9509
NSC_667673,44,"C, H, I, N, O",0.0621,0.2249,0.0436,0.9502
NSC_113914,31,"C, F, H, N, O, S",0.0621,0.1306,0.046,0.988
NSC_100954,28,"C, H, O",0.0622,0.1954,0.046,0.9701
NSC_529440,28,"C, H, I, N, O",0.0622,0.1687,0.0436,0.9789
NSC_100176,23,"C, H, O",0.0622,0.2218,0.0442,0.9616
NSC_33619,45,"C, H, O, P",0.0622,0.2378,0.0374,0.9874
NSC_108119,36,"C, H, N, O",0.0622,0.1451,0.0473,0.9627
NSC_341658,55,"C, H, I, N, O",0.0622,0.1829,0.0448,0.9608
NSC_112268,48,"C, H, O, P",0.0622,0.2106,0.0409,0.9866
NSC_337865,47,"C, H, I, N, O",0.0622,0.1696,0.047,0.9714
NSC_190570,19,"C, Cl, H, I, O",0.0623,0.17,0.0473,0.9702
NSC_721221,27,"C, H, I, N, S",0.0623,0.1351,0.0525,0.9693
NSC_90693,22,"C, H, I, O",0.0623,0.1996,0.0436,0.9329
NSC_166192,49,"C, H, I, O",0.0623,0.2132,0.0461,0.9594
NSC_140592,30,"C, Cl, F, H, N, O, S",0.0623,0.1378,0.0461,0.9874
NSC_108403,40,"C, H, N, O, S",0.0623,0.1652,0.0453,0.9826
NSC_10076,25,"C, H, N, O",0.0623,0.2095,0.0433,0.9632
NSC_125386,14,"C, H, N, S",0.0623,0.1534,0.0435,0.9758
NSC_717830,32,"C, H, I, N, O",0.0623,0.1905,0.0475,0.9599
NSC_125942,36,"C, H, O, P",0.0623,0.2172,0.0397,0.9905
NSC_102902,44,"C, H, N, O",0.0623,0.2691,0.0433,0.949
NSC_108908,23,"C, H, N, O",0.0623,0.1301,0.0479,0.9431
NSC_105667,45,"C, H, N, O, S",0.0623,0.2115,0.0461,0.9845
NSC_280655,33,"C, H, I, N, O",0.0623,0.1882,0.0416,0.9717
NSC_10011,24,"C, H, N, O",0.0623,0.1998,0.045,0.9582
NSC_10231,19,"C, F, H, O",0.0623,0.1421,0.0482,0.9762
NSC_201823,34,"C, H, I, N, O",0.0624,0.1641,0.0457,0.965
NSC_100285,18,"C, Cl, H, N, O",0.0624,0.1117,0.0551,0.9873
NSC_107669,21,"C, H, N",0.0624,0.1187,0.0488,0.9729
NSC_21800,21,"C, H, I, O",0.0624,0.1391,0.0458,0.9639
NSC_32860,12,"C, Cl, H, I",0.0624,0.1525,0.0509,0.9258
NSC_10232,19,"C, F, H, O",0.0624,0.1615,0.0462,0.9736
NSC_187534,37,"C, H, N, O, S",0.0625,0.2489,0.038,0.9845
NSC_102823,54,"C, Cl, H, N, O, S",0.0625,0.2308,0.0374,0.9799
NSC_113952,14,"C, H, N, O",0.0625,0.1496,0.0432,0.9776
NSC_103379,23,"C, H, N, O",0.0625,0.1219,0.0502,0.9573
NSC_100542,24,"C, H, O",0.0626,0.151,0.0523,0.9708
NSC_715714,40,"C, H, I, N, O, S",0.0626,0.1591,0.0455,0.9707
NSC_113910,34,"C, F, H, N, O, S",0.0626,0.1473,0.0456,0.9868
NSC_102022,15,"C, H, N",0.0626,0.1945,0.0467,0.9671
NSC_101681,35,"C, H, N, O",0.0626,0.2237,0.0417,0.9645
NSC_10256,12,"C, Cl, F, H",0.0626,0.1676,0.0486,0.9347
NSC_341661,56,"C, H, I, N, O",0.0626,0.184,0.0473,0.9608
NSC_624017,30,"C, H, I, N, O",0.0626,0.1139,0.0526,0.9844
NSC_94694,22,"C, Cl, H, I, O",0.0626,0.1929,0.0454,0.9212
NSC_262671,56,"C, H, N, O, S",0.0626,0.1997,0.0474,0.9742
NSC_105606,32,"C, H, N, O, S",0.0626,0.1768,0.0491,0.9876
NSC_310239,21,"C, H, O, S",0.0626,0.187,0.0403,0.9765
NSC_114363,38,"C, H, N, O, S",0.0627,0.1441,0.0502,0.9863
NSC_108426,24,"C, H, N, S",0.0627,0.27,0.0341,0.9362
NSC_124763,33,"C, H, O, S",0.0627,0.2004,0.0363,0.9846
NSC_225035,43,"C, H, I, O, S",0.0627,0.1724,0.0444,0.9838
NSC_112818,20,"C, H, I, N, O, S",0.0627,0.1739,0.0463,0.9938
NSC_112269,50,"C, H, O, P",0.0627,0.2309,0.0422,0.9867
NSC_220086,46,"C, H, I, N, O",0.0627,0.2414,0.0392,0.9392
NSC_697265,53,"C, H, I, O",0.0627,0.1806,0.044,0.9652
NSC_137841,17,"C, F, H, N, O, S",0.0627,0.1339,0.0461,0.9917
NSC_508879,26,"C, H, I, N, O",0.0627,0.1502,0.0479,0.9554
NSC_243649,24,"C, H, I",0.0627,0.2346,0.0464,0.9586
NSC_715721,66,"C, H, I, N, O, S",0.0627,0.1502,0.0465,0.9636
NSC_107516,32,"Br, C, H, N, O",0.0627,0.1591,0.0509,0.9775
NSC_338954,30,"C, H, I, N, O",0.0627,0.1747,0.0475,0.9764
NSC_109564,34,"C, H, N, S",0.0628,0.2552,0.0444,0.9531
NSC_135313,27,"C, H, I, N, O",0.0628,0.1541,0.049,0.9713
NSC_103668,48,"C, Cl, H, N, O",0.0628,0.1433,0.0471,0.9631
NSC_17296,17,"C, H, N, O, S",0.0628,0.142,0.0468,0.9655
NSC_141531,33,"C, Cl, H, I, N, O, S",0.0628,0.1663,0.0494,0.9856
NSC_114447,46,"C, H, N, O, S",0.0628,0.1454,0.0503,0.9822
NSC_229395,28,"C, H, I, N, O",0.0629,0.1328,0.0468,0.9442
NSC_38766,17,"C, Cl, H, N, O, S",0.0629,0.1108,0.053,0.9906
NSC_131609,42,"C, H, O, S",0.0629,0.1751,0.0444,0.9827
NSC_100976,25,"C, H, O, S",0.0629,0.1589,0.0474,0.9311
NSC_100129,24,"C, Cl, H, N, O",0.0629,0.1596,0.0483,0.9689
NSC_100961,26,"C, H, N, O",0.0629,0.1625,0.047,0.9584
NSC_102363,24,"C, Cl, H, O",0.0629,0.1584,0.045,0.9357
NSC_80149,12,"C, Cl, H, I",0.0629,0.1486,0.0534,0.9076
NSC_100499,26,"C, H, I, N, O",0.0629,0.1603,0.0475,0.9528
NSC_521607,42,"C, H, I, N, O",0.0629,0.1653,0.0475,0.951
NSC_353287,35,"C, Cl, H, I, N, O",0.0629,0.1853,0.0443,0.9714
NSC_721318,43,"C, H, I, N, O, S",0.0629,0.1539,0.0499,0.9837
NSC_378656,47,"C, H, I, O",0.0629,0.1845,0.0419,0.9653
NSC_138369,38,"C, Cl, H, I, N, O",0.0629,0.1946,0.0464,0.9561
NSC_114422,50,"C, H, N, O, S",0.0629,0.1392,0.0507,0.9823
NSC_47412,24,"C, H, I, O",0.063,0.1414,0.0531,0.9629
NSC_106086,25,"Br, C, H, O",0.063,0.1991,0.0424,0.958
NSC_283822,20,"C, H, I, O",0.063,0.1582,0.0443,0.9497
NSC_687538,57,"C, H, I, N, O",0.063,0.2076,0.0436,0.964
NSC_111723,35,"C, Cl, H, N, O",0.063,0.2075,0.046,0.9557
NSC_40848,33,"C, H, I, N, O",0.063,0.1586,0.0498,0.9775
NSC_687539,54,"C, H, I, N, O",0.063,0.1944,0.0444,0.9638
NSC_120953,35,"C, H, N, O, P",0.063,0.1878,0.0464,0.9909
NSC_114357,43,"C, H, N, O, S",0.063,0.1852,0.046,0.9877
NSC_647361,37,"C, H, I, O",0.063,0.1731,0.0488,0.9614
NSC_353285,35,"C, Cl, H, I, N, O",0.0631,0.1855,0.0447,0.9715
NSC_122782,59,"C, H, N, O, P",0.0631,0.2704,0.0448,0.9939
NSC_715745,43,"C, H, I, N, O, S",0.0631,0.1691,0.0468,0.9693
NSC_135395,33,"C, H, O, S",0.0631,0.1546,0.0469,0.9236
NSC_103100,31,"C, H, N, O",0.0631,0.2009,0.0396,0.945
NSC_101999,34,"C, Cl, H, N, O, S",0.0631,0.2115,0.0406,0.9853
NSC_233846,32,"C, Cl, H, I, N, O",0.0631,0.1512,0.0478,0.9673
NSC_721313,36,"C, H, I, N, O, S",0.0631,0.1688,0.0497,0.9717
NSC_107442,34,"Br, C, H, N, O",0.0631,0.2103,0.0424,0.9682
NSC_102889,40,"C, H, N, O",0.0631,0.272,0.0441,0.9429
NSC_102898,40,"C, Cl, H, N, O",0.0631,0.2731,0.0442,0.9422
NSC_248076,39,"C, H, I, N, O",0.0631,0.152,0.0475,0.9394
NSC_241634,33,"C, Cl, H, I, N, O",0.0631,0.1855,0.047,0.9686
NSC_109310,33,"C, H, N, O",0.0632,0.1851,0.0491,0.9772
NSC_108199,32,"C, H, N, O",0.0632,0.2127,0.042,0.9542
NSC_101161,31,"C, Cl, H, N, O",0.0632,0.1136,0.0528,0.9818
NSC_100922,22,"C, H, O",0.0632,0.1938,0.0483,0.9615
NSC_107668,27,"C, H, N",0.0632,0.1898,0.0462,0.9662
NSC_10603,27,"C, Cl, H, N, O, S",0.0632,0.1901,0.0503,0.9889
NSC_10271,12,"C, Cl, F, H",0.0632,0.1661,0.0483,0.9483
NSC_128698,23,"C, H, N, O",0.0632,0.1375,0.0475,0.9726
NSC_1475,61,"C, H, O",0.0632,0.1949,0.0502,0.972
NSC_10040,28,"C, H, N, O",0.0632,0.1999,0.0434,0.9638
NSC_11430,20,"C, Cl, H, N",0.0632,0.1879,0.0478,0.9409
NSC_10572,49,"C, H, N, O",0.0633,0.2374,0.0375,0.9604
NSC_101121,24,"Br, C, H, O",0.0633,0.1743,0.0458,0.9664
NSC_117864,59,"C, H, N, O, S",0.0633,0.2182,0.0468,0.9783
NSC_108974,23,"C, H, N",0.0633,0.1686,0.0443,0.959
NSC_100122,39,"C, Cl, H, N, O",0.0633,0.1465,0.0495,0.9665
NSC_25803,13,"C, H, I, N",0.0633,0.0994,0.0555,0.9695
NSC_139995,27,"C, H, I, O",0.0633,0.2271,0.0441,0.9626
NSC_114373,60,"C, H, N, O, S",0.0633,0.1884,0.0486,0.9816
NSC_3270,22,"C, H, N, S",0.0633,0.1638,0.0478,0.9688
NSC_341656,52,"C, H, I, N, O",0.0633,0.1812,0.0469,0.9585
NSC_193496,49,"C, H, N, O, S",0.0633,0.2334,0.0391,0.9824
NSC_194282,43,"C, H, N, O, S",0.0633,0.2713,0.0374,0.9829
NSC_674496,26,"C, H, I, N, S",0.0633,0.1385,0.0524,0.9477
NSC_140074,22,"Br, C, F, H, N, O, S",0.0633,0.1183,0.0488,0.9901
